Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Cluster
499302,79320, FLAMINGO LIGHTS,4,02/26/2010 08:35:00,4.95,18223.0,United Kingdom,2
513855,20712,JUMBO BAG WOODLAND ANIMALS,10,06/29/2010 11:23:00,1.95,15078.0,United Kingdom,2
509115,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,05/20/2010 11:55:00,2.55,17716.0,United Kingdom,2
495085,82599,FANNY'S REST STOPMETAL SIGN,48,01/21/2010 10:45:00,1.69,12986.0,United Kingdom,2
520536,22690,DOORMAT HOME SWEET HOME BLUE ,2,08/26/2010 15:44:00,7.49,12779.0,Poland,2
534800,16238,PARTY TIME PENCIL ERASERS,2,11/24/2010 12:04:00,0.21,17019.0,United Kingdom,2
511961,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,06/11/2010 13:27:00,1.25,13337.0,United Kingdom,2
503614,21833,CAMOUFLAGE LED TORCH,12,04/06/2010 11:17:00,1.69,14481.0,United Kingdom,2
523945,20676,RED RETROSPOT BOWL,8,09/26/2010 11:22:00,1.25,16401.0,United Kingdom,2
505042,82583,HOT BATHS METAL SIGN,12,04/19/2010 14:34:00,2.1,16190.0,United Kingdom,2
511051,21506,"FANCY FONT BIRTHDAY CARD, ",12,06/06/2010 12:13:00,0.42,12911.0,United Kingdom,2
537434,22629,SPACEBOY LUNCH BOX ,1,12/06/2010 16:57:00,4.21,,United Kingdom,2
523007,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1,09/19/2010 16:27:00,2.1,15870.0,United Kingdom,2
513581,22520,CHILDS GARDEN TROWEL BLUE ,12,06/25/2010 16:42:00,0.85,15660.0,United Kingdom,2
498270,21717,EASTER TIN BUCKET,8,02/17/2010 15:11:00,2.55,18218.0,United Kingdom,2
532764,21175,GIN + TONIC DIET METAL SIGN,1,11/14/2010 14:07:00,2.1,14684.0,United Kingdom,2
537764,22167, OVAL WALL MIRROR DIAMANTE ,1,12/08/2010 12:06:00,9.95,16893.0,United Kingdom,2
532826,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1,11/15/2010 09:32:00,2.51,,United Kingdom,2
530850,22466,FAIRY TALE COTTAGE NIGHTLIGHT,3,11/04/2010 14:49:00,4.21,,United Kingdom,2
499490,85025C,PINK HEART SHAPE PHOTO FRAME,1,02/28/2010 13:55:00,1.65,18106.0,United Kingdom,2
534844,22099,CARAVAN SQUARE TISSUE BOX,3,11/24/2010 13:25:00,1.25,16409.0,United Kingdom,2
508864,21034,REX CASH+CARRY JUMBO SHOPPER,8,05/18/2010 16:09:00,0.95,17589.0,United Kingdom,2
512072,85061W,WHITE JEWELLED HEART DECORATION,1,06/13/2010 11:39:00,0.85,13619.0,United Kingdom,2
491394,21477,STRING OF 20 ROSE LIGHTS,1,12/10/2009 16:21:00,12.75,15916.0,United Kingdom,2
506135,22468,BABUSHKA LIGHTS STRING OF 10,4,04/27/2010 15:21:00,6.75,15070.0,United Kingdom,2
533740,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,11/18/2010 14:07:00,5.91,,United Kingdom,2
498443,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,02/19/2010 09:49:00,5.91,,United Kingdom,2
518662,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,08/10/2010 14:08:00,5.91,,United Kingdom,2
497921,21591,COSY HOUR CIGAR BOX MATCHES ,2,02/14/2010 15:38:00,1.25,14869.0,United Kingdom,2
513356,84989b,75 BLACK FAIRY CAKE CASES,1,06/24/2010 11:31:00,1.28,,United Kingdom,2
502633,21035,SET/2 RED SPOTTY TEA TOWELS ,6,03/25/2010 16:19:00,2.95,12510.0,Spain,2
523949,21981,PACK OF 12 WOODLAND TISSUES ,24,09/26/2010 11:50:00,0.29,15805.0,United Kingdom,2
526401,22574,HEART WOODEN CHRISTMAS DECORATION,12,10/11/2010 13:38:00,0.85,14319.0,United Kingdom,2
528403,21479,WHITE SKULL HOT WATER BOTTLE ,1,10/22/2010 09:00:00,3.75,,United Kingdom,2
533737,22419,LIPSTICK PEN RED,1,11/18/2010 13:55:00,0.85,,United Kingdom,2
494782,16168M,FUNKY MONKEY GIFT BAG MEDIUM,1,01/18/2010 13:15:00,0.81,,United Kingdom,2
C513771,21704,BAG 250g SWIRLY MARBLES,-648,06/28/2010 13:49:00,0.72,16754.0,United Kingdom,2
492742,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,12/18/2009 12:33:00,1.25,12455.0,Cyprus,2
524418,84378,SET OF 3 HEART COOKIE CUTTERS,12,09/29/2010 10:14:00,1.25,12946.0,United Kingdom,2
490479,79321,CHILLI LIGHTS,24,12/06/2009 12:42:00,4.25,16779.0,United Kingdom,2
491427,85049B,LUSH GREENS RIBBONS,2,12/10/2009 20:22:00,1.25,14702.0,United Kingdom,2
515427,82599,FANNY'S REST STOPMETAL SIGN,2,07/12/2010 13:45:00,2.1,13044.0,United Kingdom,2
494685,37330,SPOTS MUG,5,01/18/2010 11:39:00,4.21,,United Kingdom,2
534389,47566,PARTY BUNTING,1,11/22/2010 13:02:00,8.47,,United Kingdom,2
C507644,21870,I CAN ONLY PLEASE ONE PERSON MUG,-1,05/10/2010 15:20:00,1.25,13890.0,United Kingdom,2
491043,21866,UNION JACK FLAG LUGGAGE TAG,2,12/09/2009 09:51:00,2.57,,United Kingdom,2
537645,21700,BIG DOUGHNUT FRIDGE MAGNETS,2,12/07/2010 15:34:00,8.47,,United Kingdom,2
520044,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,08/23/2010 14:35:00,1.65,16170.0,United Kingdom,2
496611,48188,DOOR MAT WELCOME PUPPIES,10,02/02/2010 18:01:00,5.95,16067.0,United Kingdom,2
525308,21484,CHICK GREY HOT WATER BOTTLE,4,10/05/2010 10:23:00,3.45,12644.0,Germany,2
520819,21873,IF YOU CAN'T STAND THE HEAT MUG,12,08/31/2010 11:53:00,1.25,13089.0,United Kingdom,2
511280,21539,RED RETROSPOT BUTTER DISH,3,06/07/2010 14:04:00,4.95,16232.0,United Kingdom,2
516876,84270,ASSTD DESIGN BUBBLE GUM RING,30,07/23/2010 13:29:00,0.21,12935.0,United Kingdom,2
517549,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,07/29/2010 17:30:00,0.55,16782.0,United Kingdom,2
534235,21165,BEWARE OF THE CAT METAL SIGN ,1,11/22/2010 10:28:00,1.69,13086.0,United Kingdom,2
532813,84849A,HELLO SAILOR BLUE SOAP HOLDER,12,11/14/2010 15:46:00,1.69,18221.0,United Kingdom,2
529186,79191C,RETRO PLASTIC ELEPHANT TRAY,12,10/26/2010 18:44:00,0.85,12645.0,Germany,2
504327,21060,PARTY INVITES BALLOON GIRL,2,04/12/2010 15:40:00,0.85,16595.0,United Kingdom,2
526738,90214J,"LETTER ""J"" BLING KEY RING",1,10/12/2010 18:02:00,0.85,,United Kingdom,2
533463,84836,ZINC METAL HEART DECORATION,12,11/17/2010 12:17:00,1.25,13549.0,United Kingdom,2
532330,47566B,TEA TIME PARTY BUNTING,5,11/11/2010 15:37:00,4.65,13305.0,United Kingdom,2
C523387,22629,SPACEBOY LUNCH BOX ,-1,09/21/2010 19:54:00,1.95,16042.0,United Kingdom,2
511059,22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",1,06/06/2010 12:27:00,9.95,16466.0,United Kingdom,2
525952,21643,ASSORTED TUTTI FRUTTI MIRROR,2,10/07/2010 19:03:00,1.25,14525.0,United Kingdom,2
495503,21889,WOODEN BOX OF DOMINOES,4,01/25/2010 12:50:00,1.25,15858.0,United Kingdom,2
521695,35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,12,09/08/2010 10:00:00,2.95,13683.0,United Kingdom,2
536572,22119,PEACE WOODEN BLOCK LETTERS,3,12/01/2010 15:40:00,6.95,16539.0,United Kingdom,2
512282,22507,MEMO BOARD RETROSPOT  DESIGN,4,06/14/2010 14:06:00,4.95,14911.0,EIRE,2
520406,22456,NATURAL SLATE CHALKBOARD LARGE ,18,08/26/2010 09:23:00,4.25,16652.0,United Kingdom,2
527789,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,10/19/2010 11:10:00,1.66,,United Kingdom,2
517242,21069,VINTAGE BILLBOARD TEA MUG,432,07/27/2010 14:41:00,0.8,18102.0,United Kingdom,0
511634,22610,PENS ASSORTED FUNNY FACE,1152,06/09/2010 12:55:00,0.72,17381.0,United Kingdom,0
533114,20674,GREEN POLKADOT BOWL,2,11/16/2010 12:22:00,1.25,14675.0,United Kingdom,2
499968,22026,BANQUET BIRTHDAY  CARD  ,12,03/03/2010 14:10:00,0.42,13214.0,United Kingdom,2
535393,21577,SAVE THE PLANET COTTON TOTE BAG,6,11/26/2010 10:24:00,2.25,16812.0,United Kingdom,2
522048,20727,LUNCH BAG  BLACK SKULL.,10,09/10/2010 14:12:00,1.65,13330.0,United Kingdom,2
537237,22476,EMPIRE UNION JACK TV DINNER TRAY,3,12/06/2010 09:58:00,11.02,,United Kingdom,2
515768,20654,FIRST CLASS LUGGAGE TAG ,1,07/14/2010 14:30:00,1.25,18096.0,United Kingdom,2
519938,22469,HEART OF WICKER SMALL,24,08/23/2010 09:23:00,1.65,15260.0,United Kingdom,2
511307,22614,PACK OF 12 SPACEBOY TISSUES,12,06/07/2010 16:01:00,0.29,13983.0,United Kingdom,2
502491,22584,PACK OF 6 PANNETONE GIFT BOXES,6,03/25/2010 10:20:00,2.55,12471.0,Germany,2
500092,21498,RED SPOTS  WRAP ,25,03/04/2010 12:11:00,0.42,12978.0,United Kingdom,2
509416,21154,RED SPOTTY OVEN GLOVE ,2,05/23/2010 12:50:00,1.25,14505.0,United Kingdom,2
528077,22694,WICKER STAR ,12,10/20/2010 12:44:00,2.1,13995.0,United Kingdom,2
506726,21429,RED GINGHAM ROSE JEWELLERY BOX,8,05/04/2010 10:03:00,1.65,15240.0,United Kingdom,2
520665,21495,SKULLS AND CROSSBONES WRAP,25,08/27/2010 13:05:00,0.42,13206.0,United Kingdom,2
526909,20828,GLITTER BUTTERFLY CLIPS,4,10/13/2010 15:37:00,2.55,16918.0,United Kingdom,2
496333,85150,LADIES & GENTLEMEN METAL SIGN,1,01/31/2010 14:25:00,2.55,15338.0,United Kingdom,2
527397,22437,SET OF 9 BLACK SKULL BALLOONS,2,10/17/2010 13:40:00,0.85,17757.0,United Kingdom,2
492592,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,12/17/2009 15:41:00,0.21,17400.0,United Kingdom,2
507122,22204,MILK PAN BLUE RETROSPOT,12,05/06/2010 11:50:00,3.75,12678.0,France,2
490719,21220,SET/4 BADGES DOGS,10,12/07/2009 15:42:00,1.25,13042.0,United Kingdom,2
512435,22031,BOTANICAL LAVENDER BIRTHDAY CARD,2,06/15/2010 15:54:00,0.85,,United Kingdom,2
531463,20727,LUNCH BAG  BLACK SKULL.,10,11/08/2010 13:50:00,1.65,16600.0,United Kingdom,2
499490,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,02/28/2010 13:55:00,2.95,18106.0,United Kingdom,2
496321,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,1,01/31/2010 12:43:00,1.65,16014.0,United Kingdom,2
506992,21876,POTTERING MUG,3,05/05/2010 13:50:00,1.25,15023.0,United Kingdom,2
502746,21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,1,03/26/2010 12:53:00,3.36,,United Kingdom,2
491970,22110,BIRD HOUSE HOT WATER BOTTLE,1,12/14/2009 18:03:00,7.78,,United Kingdom,2
512915,20692,FLORAL ELEPHANT SOFT TOY,6,06/18/2010 15:42:00,4.25,14840.0,United Kingdom,2
495232,22058,CERAMIC LOVE HEARTS DESIGN MUG,12,01/22/2010 09:19:00,1.49,14156.0,EIRE,2
501134,20724,RED SPOTTY CHARLOTTE BAG,3,03/14/2010 10:33:00,0.85,13571.0,United Kingdom,2
534398,22865,HAND WARMER OWL DESIGN,12,11/22/2010 13:25:00,2.1,13889.0,United Kingdom,2
491185,82494L,WOODEN FRAME ANTIQUE WHITE ,4,12/10/2009 12:21:00,2.95,17377.0,United Kingdom,2
497501,85114B,IVORY ENCHANTED FOREST PLACEMAT,1,02/10/2010 11:14:00,1.65,14606.0,United Kingdom,2
506226,21754,HOME BUILDING BLOCK WORD,12,04/28/2010 12:01:00,5.95,13047.0,United Kingdom,2
500092,85049D,BRIGHT BLUES RIBBONS ,3,03/04/2010 12:11:00,1.25,12978.0,United Kingdom,2
518977,16218,CARTOON  PENCIL SHARPENERS,20,08/12/2010 16:27:00,0.16,15581.0,United Kingdom,2
519344,21916,SET 12 RETRO WHITE CHALK STICKS,24,08/16/2010 12:16:00,0.42,15785.0,United Kingdom,2
536544,35598D,PINK/WHITE CHRISTMAS TREE 60CM,1,12/01/2010 14:32:00,2.51,,United Kingdom,2
521287,21136,PAINTED METAL PEARS ASSORTED,8,09/03/2010 11:39:00,1.69,16100.0,United Kingdom,2
504916,21670,BLUE SPOT CERAMIC DRAWER KNOB,16,04/19/2010 10:28:00,2.51,,United Kingdom,2
509942,22273,FELTCRAFT DOLL MOLLY,6,05/26/2010 12:41:00,2.95,16153.0,United Kingdom,2
533517,21220,SET/4 BADGES DOGS,1,11/17/2010 14:53:00,1.25,,United Kingdom,2
513047,90214N,"LETTER ""N"" BLING KEY RING",1,06/21/2010 12:56:00,1.25,17841.0,United Kingdom,2
537901,22469,HEART OF WICKER SMALL,40,12/09/2010 10:48:00,1.45,13854.0,United Kingdom,2
536381,21175,GIN + TONIC DIET METAL SIGN,2,12/01/2010 09:41:00,2.1,15311.0,United Kingdom,2
516611,20717,STRAWBERRY SHOPPER BAG,10,07/21/2010 14:43:00,1.25,18226.0,United Kingdom,2
526405,21143,ANTIQUE GLASS HEART DECORATION ,1,10/11/2010 13:53:00,4.21,,United Kingdom,2
525030,22513,DOORSTOP FOOTBALL DESIGN,4,10/03/2010 12:18:00,3.75,15351.0,United Kingdom,2
512425,22066,LOVE HEART TRINKET POT,2,06/15/2010 14:42:00,1.45,14723.0,United Kingdom,2
518762,21382,SET/4 SPRING FLOWER DECORATION,6,08/11/2010 14:20:00,2.95,13446.0,United Kingdom,2
522988,22366,DOORMAT AIRMAIL ,2,09/19/2010 14:55:00,7.95,15215.0,United Kingdom,2
505684,22530,MAGIC DRAWING SLATE DOLLY GIRL ,1,04/23/2010 16:16:00,0.85,,United Kingdom,2
533505,79000,MOROCCAN TEA GLASS,6,11/17/2010 14:06:00,0.85,12890.0,United Kingdom,2
529847,22580,ADVENT CALENDAR GINGHAM SACK,2,10/31/2010 13:23:00,5.95,13050.0,United Kingdom,2
529842,21818,GLITTER CHRISTMAS HEART ,1,10/31/2010 12:52:00,0.85,15038.0,United Kingdom,2
530973,21205,MULTICOLOUR 3D BALLS GARLAND,6,11/05/2010 09:59:00,2.55,14129.0,United Kingdom,2
536187,22297,HEART IVORY TRELLIS SMALL,24,11/30/2010 12:31:00,1.25,16350.0,United Kingdom,2
509955,22423,REGENCY CAKESTAND 3 TIER,1,05/26/2010 12:49:00,25.49,,United Kingdom,2
493960,48184,DOOR MAT ENGLISH ROSE ,2,01/08/2010 15:01:00,6.75,16556.0,United Kingdom,2
535805,85017A,ENVELOPE 50 ROMANTIC IMAGES,1,11/28/2010 15:04:00,0.85,15583.0,United Kingdom,2
512419,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,16,06/15/2010 14:00:00,8.49,15768.0,United Kingdom,2
520824,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,08/31/2010 12:30:00,5.06,,United Kingdom,2
491841,22132,RED LOVE HEART SHAPE CUP,11,12/14/2009 14:48:00,0.85,,United Kingdom,2
534633,85049E,SCANDINAVIAN REDS RIBBONS,1,11/23/2010 13:01:00,1.25,12573.0,France,2
490535,15056BL,EDWARDIAN PARASOL BLACK,6,12/07/2009 08:13:00,4.95,17850.0,United Kingdom,2
506609,21214,SET OF 72 IVORY PAPER DOILIES,2,04/30/2010 15:39:00,1.45,13230.0,United Kingdom,2
526177,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,10/10/2010 11:33:00,3.75,15708.0,United Kingdom,2
522938,22550,HOLIDAY FUN LUDO,1,09/17/2010 15:22:00,3.75,,United Kingdom,2
527386,22838,3 TIER CAKE TIN RED AND CREAM,2,10/17/2010 13:07:00,14.95,16676.0,United Kingdom,2
529787,21174,POTTERING IN THE SHED METAL SIGN,1,10/29/2010 15:34:00,1.95,13263.0,United Kingdom,2
499404,15056P,EDWARDIAN PARASOL PINK,6,02/26/2010 14:24:00,4.95,17850.0,United Kingdom,2
495732,ADJUST,Adjustment by john on 26/01/2010 16,1,01/26/2010 16:20:00,96.46,,EIRE,2
505980,21333,CLASSIC WHITE FRAME,4,04/27/2010 09:09:00,2.95,15845.0,United Kingdom,2
525070,22161,HEART DECORATION RUSTIC HANGING ,1,10/03/2010 14:47:00,0.65,16549.0,United Kingdom,2
501275,21623,VINTAGE UNION JACK MEMOBOARD,2,03/15/2010 13:45:00,9.95,14667.0,United Kingdom,2
522046,22077,6 RIBBONS RUSTIC CHARM,10,09/10/2010 13:59:00,1.65,13246.0,United Kingdom,2
494918,22327,ROUND SNACK BOXES SET OF 4 SKULLS,3,01/19/2010 17:49:00,5.91,,United Kingdom,2
498880,85067,CREAM SWEETHEART WALL CABINET,3,02/23/2010 12:51:00,16.95,14558.0,United Kingdom,2
513194,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,12,06/22/2010 14:45:00,3.75,14680.0,United Kingdom,2
495574,21090,SET/6 COLLAGE PAPER PLATES,12,01/25/2010 17:36:00,1.66,,United Kingdom,2
515115,21937,STRAWBERRY   PICNIC BAG,2,07/08/2010 13:07:00,2.95,16383.0,United Kingdom,2
527155,20676,RED RETROSPOT BOWL,1,10/15/2010 11:22:00,2.51,,United Kingdom,2
511055,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",4,06/06/2010 12:16:00,0.85,14415.0,United Kingdom,2
491050,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,12/09/2009 10:46:00,1.25,12712.0,Germany,2
511279,22704,WRAP RED APPLES ,25,06/07/2010 13:53:00,0.42,17412.0,United Kingdom,2
534744,22708,WRAP DOLLY GIRL,25,11/24/2010 09:46:00,0.42,14291.0,United Kingdom,2
529818,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,10/31/2010 11:22:00,0.85,14087.0,United Kingdom,2
527957,22959,WRAP CHRISTMAS VILLAGE,50,10/19/2010 16:38:00,0.42,13081.0,United Kingdom,2
533510,21186,WHITE DOVE HONEYCOMB PAPER GARLAND,4,11/17/2010 14:31:00,1.65,17987.0,United Kingdom,2
524310,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,09/28/2010 14:07:00,0.85,17624.0,United Kingdom,2
506361,21865,PINK UNION JACK  PASSPORT COVER ,6,04/29/2010 12:04:00,2.1,14961.0,United Kingdom,2
510066,21244,BLUE  SPOTTY PLATE ,1,05/27/2010 11:04:00,1.69,15311.0,United Kingdom,2
520680,21708,FOLDING UMBRELLA  CREAM/MULTI  SPOT,4,08/27/2010 15:14:00,4.95,15480.0,Malta,2
506869,84686,BEACH HUT MIRROR,1,05/04/2010 15:45:00,8.47,,United Kingdom,2
C527342,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,10/15/2010 15:37:00,9.95,13446.0,United Kingdom,2
494870,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,01/19/2010 12:15:00,3.75,15998.0,United Kingdom,2
512280,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,06/14/2010 14:03:00,9.95,14911.0,EIRE,2
513019,22385,JUMBO BAG SPACEBOY DESIGN,4,06/21/2010 11:55:00,1.95,14593.0,United Kingdom,2
511481,22507,MEMO BOARD RETROSPOT  DESIGN,1,06/08/2010 14:00:00,4.95,15353.0,United Kingdom,2
505633,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,1,04/23/2010 13:00:00,5.95,14623.0,United Kingdom,2
491340,11001,ASSTD DESIGN RACING CAR PEN,16,12/10/2009 15:45:00,1.69,12979.0,United Arab Emirates,2
509012,22189,CREAM HEART CARD HOLDER,2,05/19/2010 13:32:00,3.95,17623.0,United Kingdom,2
489594,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2,12/01/2009 14:19:00,1.49,15005.0,United Kingdom,2
502055,21136,PAINTED METAL PEARS ASSORTED,16,03/22/2010 14:30:00,1.69,13357.0,United Kingdom,2
494918,35810A,ENAMEL PINK COFFEE CONTAINER,1,01/19/2010 17:49:00,4.21,,United Kingdom,2
517339,21231,SWEETHEART CERAMIC TRINKET BOX,2,07/28/2010 13:51:00,1.25,16085.0,United Kingdom,2
505580,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,04/23/2010 12:13:00,1.75,17448.0,United Kingdom,2
494782,20851,ZINC HEART LATTICE TRAY OVAL ,1,01/18/2010 13:15:00,11.87,,United Kingdom,2
501895,21916,SET 12 RETRO WHITE CHALK STICKS,24,03/21/2010 15:17:00,0.42,16039.0,United Kingdom,2
537155,10133,COLOURING PENCILS BROWN TUBE,3,12/05/2010 13:05:00,0.85,12748.0,United Kingdom,2
524841,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,96,09/30/2010 17:59:00,0.38,12457.0,Switzerland,2
498545,21789,KIDS RAIN MAC PINK,2,02/19/2010 17:02:00,0.85,13191.0,United Kingdom,2
530661,21412,VINTAGE GOLD TINSEL REEL,12,11/04/2010 10:37:00,0.42,14911.0,EIRE,2
501157,22617,BAKING SET SPACEBOY DESIGN,3,03/14/2010 16:18:00,4.95,16686.0,United Kingdom,2
525434,22178,VICTORIAN GLASS HANGING T-LIGHT,30,10/05/2010 13:19:00,1.25,14064.0,United Kingdom,2
532675,22835,HOT WATER BOTTLE I AM SO POORLY,1,11/14/2010 12:02:00,4.65,,United Kingdom,2
508060,48194,DOOR MAT HEARTS,2,05/12/2010 13:43:00,7.49,13052.0,United Kingdom,2
534321,22371,AIRLINE BAG VINTAGE TOKYO 78,3,11/22/2010 11:37:00,4.25,15039.0,United Kingdom,2
514721,21085,SET/6 WOODLAND PAPER CUPS,18,07/05/2010 16:48:00,0.65,15311.0,United Kingdom,2
515427,62096A,PINK/YELLOW FLOWERS HANDBAG,4,07/12/2010 13:45:00,1.25,13044.0,United Kingdom,2
505858,85150,LADIES & GENTLEMEN METAL SIGN,6,04/26/2010 13:12:00,2.55,15111.0,United Kingdom,2
530307,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,2,11/02/2010 13:20:00,1.69,13251.0,United Kingdom,2
533381,22560,TRADITIONAL MODELLING CLAY,3,11/17/2010 10:55:00,1.25,14417.0,United Kingdom,2
501541,21844,RETRO SPOT MUG,6,03/17/2010 14:23:00,2.95,13478.0,United Kingdom,2
501715,84469,ROSE DES PADDED FLOOR CUSHION,26,03/19/2010 10:23:00,2.95,16636.0,United Kingdom,2
503226,22384,LUNCH BAG PINK RETROSPOT,100,03/30/2010 16:40:00,1.45,13162.0,United Kingdom,2
532642,22304,COFFEE MUG BLUE PAISLEY DESIGN,2,11/12/2010 17:00:00,5.06,,United Kingdom,2
492209,21770,OPEN CLOSED METAL SIGN,1,12/15/2009 16:40:00,4.95,15768.0,United Kingdom,2
512302,84827,ASS DES PHONE SPONGE CRAFT STICKER,2,06/14/2010 15:51:00,0.65,,United Kingdom,2
517967,20977,36 PENCILS TUBE WOODLAND,5,08/03/2010 13:03:00,1.25,18048.0,United Kingdom,2
529720,21154,RED RETROSPOT OVEN GLOVE ,10,10/29/2010 13:58:00,1.25,12705.0,Germany,2
492317,20979,36 PENCILS TUBE RED SPOTTY,16,12/16/2009 12:16:00,1.25,15615.0,United Kingdom,2
504572,21931,JUMBO STORAGE BAG SUKI,1,04/14/2010 14:49:00,1.95,18057.0,United Kingdom,2
528084,22549,PICTURE DOMINOES,1,10/20/2010 13:00:00,1.45,16898.0,United Kingdom,2
489519,90067B,BROWN VINTAGE VICTORIAN EARRINGS,6,12/01/2009 11:37:00,2.95,17700.0,United Kingdom,2
528771,22574,HEART WOODEN CHRISTMAS DECORATION,12,10/25/2010 09:20:00,0.85,17325.0,United Kingdom,2
521287,21272,SALLE DE BAIN HOOK,12,09/03/2010 11:39:00,1.25,16100.0,United Kingdom,2
529077,21894,POTTING SHED SEED ENVELOPES,1,10/26/2010 12:54:00,1.25,16372.0,United Kingdom,2
525021,21035,SET/2 RED RETROSPOT TEA TOWELS ,3,10/03/2010 12:00:00,2.95,17618.0,United Kingdom,2
494996,22083,PAPER CHAIN KIT RETRO SPOT,12,01/20/2010 12:17:00,2.95,17794.0,United Kingdom,2
525024,21737,SET 3 WICKER LOG BASKETS,1,10/03/2010 12:05:00,19.95,17150.0,United Kingdom,2
522327,35838A,S/6 MULTICOLOUR ORNAMENETAL CANDLE,3,09/13/2010 16:15:00,0.85,18069.0,United Kingdom,2
495531,22151,PLACE SETTING WHITE HEART,1,01/25/2010 15:23:00,0.42,14606.0,United Kingdom,2
519592,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,12,08/18/2010 14:37:00,0.85,12474.0,Germany,2
526109,21232,STRAWBERRY CERAMIC TRINKET BOX,49,10/08/2010 12:58:00,3.36,,United Kingdom,2
502248,16235,RECYCLED PENCIL WITH RABBIT ERASER,2,03/23/2010 14:06:00,0.43,,United Kingdom,2
496305,21519,GIN & TONIC DIET GREETING CARD ,12,01/31/2010 11:25:00,0.42,14110.0,United Kingdom,2
492429,84680,CLASSICAL ROSE URN,24,12/17/2009 09:09:00,2.95,13225.0,United Kingdom,2
504928,22077,6 RIBBONS RUSTIC CHARM,1,04/19/2010 10:59:00,3.36,,United Kingdom,2
513952,22620,4 TRADITIONAL SPINNING TOPS,20,06/29/2010 14:11:00,1.25,14049.0,United Kingdom,2
537144,21881,CUTE CATS TAPE,1,12/05/2010 13:00:00,0.65,15880.0,United Kingdom,2
507416,20674,GREEN SPOTTY BOWL,8,05/09/2010 14:32:00,1.25,14678.0,United Kingdom,2
498161,21655,HANGING RIDGE GLASS T-LIGHT HOLDER,36,02/17/2010 12:03:00,1.45,15251.0,United Kingdom,2
492367,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,12/16/2009 14:00:00,1.95,13178.0,United Kingdom,2
534800,22900, SET 2 TEA TOWELS I LOVE LONDON ,1,11/24/2010 12:04:00,2.95,17019.0,United Kingdom,2
530422,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,1,11/03/2010 09:36:00,8.47,,United Kingdom,2
C500345,84937,KASHMIR FOLKART TUMBLERS,-6,03/07/2010 14:49:00,2.1,17969.0,United Kingdom,2
501031,20652,BLUE SPOTTY LUGGAGE TAG ,12,03/11/2010 17:41:00,1.25,16718.0,United Kingdom,2
490287,20728,LUNCH BAG CARS BLUE,10,12/04/2009 13:00:00,1.65,16746.0,United Kingdom,2
536381,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,12/01/2010 09:41:00,0.85,15311.0,United Kingdom,2
507178,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,96,05/06/2010 15:17:00,2.55,14646.0,Netherlands,2
508906,22555,PLASTERS IN TIN STRONGMAN,12,05/19/2010 09:53:00,1.65,13152.0,United Kingdom,2
491695,21989,PACK OF 20 SKULL PAPER NAPKINS,1,12/13/2009 13:27:00,0.85,15850.0,United Kingdom,2
507889,22445,PENCIL CASE LIFE IS BEAUTIFUL,1,05/11/2010 16:35:00,2.95,15862.0,United Kingdom,2
496500,22058,CERAMIC LOVE HEARTS DESIGN MUG,12,02/02/2010 08:57:00,1.49,16830.0,United Kingdom,2
